               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 166,            0.034469,             0.12161,                   0,             0.82794,             0.85589,             0.83484,             0.36896,            0.041485,             0.11489,                   0,            0.006733,            0.006733,            0.006733
                 167,            0.035441,             0.12255,                   0,             0.85011,             0.83731,             0.83645,             0.35084,            0.041069,             0.11317,                   0,           0.0067132,           0.0067132,           0.0067132
                 168,            0.034044,             0.12009,                   0,             0.82084,             0.83483,             0.81247,             0.33237,            0.042752,             0.11632,                   0,           0.0066934,           0.0066934,           0.0066934
                 169,            0.034077,             0.11626,                   0,             0.84777,               0.859,             0.85309,             0.38482,            0.039932,             0.11403,                   0,           0.0066736,           0.0066736,           0.0066736
                 170,            0.034764,             0.11744,                   0,             0.87329,              0.8671,             0.86694,               0.389,             0.04074,             0.11161,                   0,           0.0066538,           0.0066538,           0.0066538
                 171,            0.034944,             0.12175,                   0,             0.80838,             0.87852,             0.84295,             0.39156,            0.040211,             0.11218,                   0,            0.006634,            0.006634,            0.006634
                 172,            0.034689,             0.11839,                   0,             0.83049,             0.86086,             0.83412,              0.3699,            0.040476,             0.11363,                   0,           0.0066142,           0.0066142,           0.0066142
                 173,             0.03417,             0.12138,                   0,             0.86571,             0.87202,             0.86937,             0.39118,            0.038654,             0.11379,                   0,           0.0065944,           0.0065944,           0.0065944
                 174,            0.034223,             0.11925,                   0,             0.83876,               0.835,             0.82726,             0.36673,            0.040918,             0.11352,                   0,           0.0065746,           0.0065746,           0.0065746
                 175,            0.034677,             0.12074,                   0,             0.85305,             0.81996,              0.8329,             0.35317,             0.04076,             0.11394,                   0,           0.0065548,           0.0065548,           0.0065548
                 176,            0.034141,             0.11471,                   0,             0.85183,             0.86049,             0.85541,             0.36924,            0.039557,             0.11351,                   0,            0.006535,            0.006535,            0.006535
